Entity,Code,Day,total_vaccinations
Kyrgyzstan,KGZ,2023-03-07,3432426
Kyrgyzstan,KGZ,2023-03-08,3432777
Kyrgyzstan,KGZ,2023-03-09,3433416
Kyrgyzstan,KGZ,2023-03-10,3433973
Kyrgyzstan,KGZ,2023-03-14,3435172
Kyrgyzstan,KGZ,2023-03-15,3436235
Kyrgyzstan,KGZ,2023-03-16,3437152
Kyrgyzstan,KGZ,2023-03-19,3438011
Kyrgyzstan,KGZ,2023-03-20,3438236
Kyrgyzstan,KGZ,2023-03-21,3438517
Kyrgyzstan,KGZ,2023-03-22,3439318
Kyrgyzstan,KGZ,2023-03-23,3440066
Kyrgyzstan,KGZ,2023-03-24,3440650
Kyrgyzstan,KGZ,2023-03-25,3440763
Kyrgyzstan,KGZ,2023-03-26,3441284
Kyrgyzstan,KGZ,2023-03-27,3442196
Kyrgyzstan,KGZ,2023-03-28,3443339
Kyrgyzstan,KGZ,2023-03-29,3444220
Kyrgyzstan,KGZ,2023-03-30,3445273
Kyrgyzstan,KGZ,2023-03-31,3446396
Kyrgyzstan,KGZ,2023-04-01,3446717
Kyrgyzstan,KGZ,2023-04-02,3447198
Kyrgyzstan,KGZ,2023-04-03,3448499
Kyrgyzstan,KGZ,2023-04-04,3449666
Kyrgyzstan,KGZ,2023-04-05,3451096
Kyrgyzstan,KGZ,2023-04-06,3451935
Kyrgyzstan,KGZ,2023-04-07,3452544
Kyrgyzstan,KGZ,2023-04-09,3453291
Kyrgyzstan,KGZ,2023-04-10,3454768
Kyrgyzstan,KGZ,2023-04-11,3456375
Kyrgyzstan,KGZ,2023-04-12,3458042
Kyrgyzstan,KGZ,2023-04-13,3459492
Kyrgyzstan,KGZ,2023-04-14,3460678
Kyrgyzstan,KGZ,2023-04-15,3460810
Kyrgyzstan,KGZ,2023-04-16,3461500
Kyrgyzstan,KGZ,2023-04-17,3463198
Kyrgyzstan,KGZ,2023-04-18,3464577
Kyrgyzstan,KGZ,2023-04-19,3465872
Kyrgyzstan,KGZ,2023-04-20,3466327
Kyrgyzstan,KGZ,2023-04-21,3466769
Kyrgyzstan,KGZ,2023-04-22,3466913
Kyrgyzstan,KGZ,2023-04-23,3467695
Kyrgyzstan,KGZ,2023-04-24,3469385
Kyrgyzstan,KGZ,2023-04-25,3471178
Kyrgyzstan,KGZ,2023-04-26,3473086
Kyrgyzstan,KGZ,2023-04-27,3474566
Kyrgyzstan,KGZ,2023-04-28,3476152
Kyrgyzstan,KGZ,2023-04-29,3476457
Kyrgyzstan,KGZ,2023-04-30,3476493
Kyrgyzstan,KGZ,2023-05-01,3477258
Kyrgyzstan,KGZ,2023-05-02,3479160
Kyrgyzstan,KGZ,2023-05-03,3480871
Kyrgyzstan,KGZ,2023-05-04,3481544
Kyrgyzstan,KGZ,2023-05-05,3481975
Kyrgyzstan,KGZ,2023-05-06,3482180
Kyrgyzstan,KGZ,2023-05-07,3482895
Kyrgyzstan,KGZ,2023-05-08,3483454
Kyrgyzstan,KGZ,2023-05-09,3484093
Kyrgyzstan,KGZ,2023-05-10,3485266
Kyrgyzstan,KGZ,2023-05-11,3486319
Kyrgyzstan,KGZ,2023-05-12,3486987
Kyrgyzstan,KGZ,2023-05-13,3487169
Kyrgyzstan,KGZ,2023-05-14,3487932
Kyrgyzstan,KGZ,2023-05-15,3489233
Kyrgyzstan,KGZ,2023-05-16,3490901
Kyrgyzstan,KGZ,2023-05-17,3492598
Kyrgyzstan,KGZ,2023-05-18,3494746
Kyrgyzstan,KGZ,2023-05-19,3496908
Kyrgyzstan,KGZ,2023-05-20,3497288
Kyrgyzstan,KGZ,2023-05-21,3498227
Kyrgyzstan,KGZ,2023-05-22,3500614
Kyrgyzstan,KGZ,2023-05-23,3502624
Kyrgyzstan,KGZ,2023-05-24,3504474
Kyrgyzstan,KGZ,2023-05-25,3506312
Kyrgyzstan,KGZ,2023-05-26,3508162
Kyrgyzstan,KGZ,2023-05-27,3508410
Kyrgyzstan,KGZ,2023-05-28,3509184
Kyrgyzstan,KGZ,2023-05-29,3511216
Kyrgyzstan,KGZ,2023-05-30,3513365
Kyrgyzstan,KGZ,2023-05-31,3514890
Kyrgyzstan,KGZ,2023-06-01,3516738
Kyrgyzstan,KGZ,2023-06-02,3518915
Kyrgyzstan,KGZ,2023-06-03,3519177
Kyrgyzstan,KGZ,2023-06-04,3520114
Kyrgyzstan,KGZ,2023-06-05,3522177
Kyrgyzstan,KGZ,2023-06-06,3524321
Kyrgyzstan,KGZ,2023-06-07,3526791
Kyrgyzstan,KGZ,2023-06-08,3528507
Kyrgyzstan,KGZ,2023-06-09,3530610
Kyrgyzstan,KGZ,2023-06-10,3530962
Kyrgyzstan,KGZ,2023-06-11,3531925
Kyrgyzstan,KGZ,2023-06-12,3534395
Kyrgyzstan,KGZ,2023-06-13,3537654
Kyrgyzstan,KGZ,2023-06-14,3540736
Kyrgyzstan,KGZ,2023-06-15,3544653
Kyrgyzstan,KGZ,2023-06-16,3547815
Kyrgyzstan,KGZ,2023-06-17,3547953
Kyrgyzstan,KGZ,2023-06-18,3549544
Kyrgyzstan,KGZ,2023-06-19,3553611
Kyrgyzstan,KGZ,2023-06-20,3556655
Kyrgyzstan,KGZ,2023-06-21,3559790
Kyrgyzstan,KGZ,2023-06-22,3562718
Kyrgyzstan,KGZ,2023-06-23,3565444
Kyrgyzstan,KGZ,2023-06-24,3565770
Kyrgyzstan,KGZ,2023-06-25,3567068
Kyrgyzstan,KGZ,2023-06-26,3570592
Kyrgyzstan,KGZ,2023-06-27,3571745
Kyrgyzstan,KGZ,2023-06-28,3573950
Kyrgyzstan,KGZ,2023-06-29,3578456
Kyrgyzstan,KGZ,2023-06-30,3582110
Kyrgyzstan,KGZ,2023-07-01,3582413
Kyrgyzstan,KGZ,2023-07-02,3583249
Kyrgyzstan,KGZ,2023-07-03,3585504
Kyrgyzstan,KGZ,2023-07-04,3586773
Kyrgyzstan,KGZ,2023-07-05,3588900
Kyrgyzstan,KGZ,2023-07-06,3590273
Kyrgyzstan,KGZ,2023-07-08,3591067
Kyrgyzstan,KGZ,2023-07-09,3591483
Kyrgyzstan,KGZ,2023-07-10,3592697
Kyrgyzstan,KGZ,2023-07-11,3593418
Kyrgyzstan,KGZ,2023-07-12,3594216
Kyrgyzstan,KGZ,2023-07-13,3594906
Kyrgyzstan,KGZ,2023-07-14,3595201
Kyrgyzstan,KGZ,2023-07-15,3595273
Kyrgyzstan,KGZ,2023-07-16,3595699
Kyrgyzstan,KGZ,2023-07-17,3596074
Kyrgyzstan,KGZ,2023-07-18,3597053
Kyrgyzstan,KGZ,2023-07-19,3597555
Kyrgyzstan,KGZ,2023-07-20,3598385
Kyrgyzstan,KGZ,2023-07-21,3599057
Kyrgyzstan,KGZ,2023-07-22,3599493
Kyrgyzstan,KGZ,2023-07-23,3600104
Kyrgyzstan,KGZ,2023-07-24,3601213
Kyrgyzstan,KGZ,2023-07-25,3601829
Kyrgyzstan,KGZ,2023-07-27,3603145
Kyrgyzstan,KGZ,2023-07-28,3603980
Kyrgyzstan,KGZ,2023-07-29,3604187
Kyrgyzstan,KGZ,2023-07-30,3604624
Kyrgyzstan,KGZ,2023-07-31,3605275
Kyrgyzstan,KGZ,2023-08-01,3605651
Kyrgyzstan,KGZ,2023-08-02,3606042
Kyrgyzstan,KGZ,2023-08-03,3606773
Kyrgyzstan,KGZ,2023-08-04,3607300
Kyrgyzstan,KGZ,2023-08-05,3607336
Kyrgyzstan,KGZ,2023-08-06,3607738
Kyrgyzstan,KGZ,2023-08-07,3608806
Kyrgyzstan,KGZ,2023-08-09,3610728
Kyrgyzstan,KGZ,2023-08-10,3611991
Kyrgyzstan,KGZ,2023-08-11,3613799
Kyrgyzstan,KGZ,2023-08-12,3613896
Kyrgyzstan,KGZ,2023-08-13,3614427
Kyrgyzstan,KGZ,2023-08-14,3615900
Kyrgyzstan,KGZ,2023-08-15,3618090
Kyrgyzstan,KGZ,2023-08-16,3619909
Kyrgyzstan,KGZ,2023-08-17,3621597
Kyrgyzstan,KGZ,2023-08-18,3623086
Kyrgyzstan,KGZ,2023-08-19,3623455
Kyrgyzstan,KGZ,2023-08-20,3624292
Kyrgyzstan,KGZ,2023-08-21,3626263
Kyrgyzstan,KGZ,2023-08-22,3628629
Kyrgyzstan,KGZ,2023-08-23,3630716
Kyrgyzstan,KGZ,2023-08-24,3633004
Kyrgyzstan,KGZ,2023-08-25,3635269
Kyrgyzstan,KGZ,2023-08-26,3635599
Kyrgyzstan,KGZ,2023-08-27,3636441
Kyrgyzstan,KGZ,2023-08-28,3638614
Kyrgyzstan,KGZ,2023-08-29,3640720
Kyrgyzstan,KGZ,2023-08-30,3641601
Kyrgyzstan,KGZ,2023-08-31,3642467
Kyrgyzstan,KGZ,2023-09-01,3645192
Kyrgyzstan,KGZ,2023-09-02,3645717
Kyrgyzstan,KGZ,2023-09-03,3646734
Kyrgyzstan,KGZ,2023-09-04,3649854
Kyrgyzstan,KGZ,2023-09-05,3652500
Kyrgyzstan,KGZ,2023-09-06,3655058
Kyrgyzstan,KGZ,2023-09-07,3658438
Kyrgyzstan,KGZ,2023-09-08,3661335
Laos,LAO,2021-03-17,40732
Laos,LAO,2021-04-14,135849
Laos,LAO,2021-04-19,137026
Laos,LAO,2021-04-21,151175
Laos,LAO,2021-04-22,156818
Laos,LAO,2021-04-24,179525
Laos,LAO,2021-04-25,183678
Laos,LAO,2021-04-26,184387
Laos,LAO,2021-05-10,488473
Laos,LAO,2021-05-14,563466
Laos,LAO,2021-05-15,582747
Laos,LAO,2021-05-17,623577
Laos,LAO,2021-05-18,634714
Laos,LAO,2021-05-19,649006
Laos,LAO,2021-05-20,669259
Laos,LAO,2021-05-21,690266
Laos,LAO,2021-05-22,728918
Laos,LAO,2021-05-26,750783
Laos,LAO,2021-05-31,865694
Laos,LAO,2021-06-01,902456
Laos,LAO,2021-06-02,914014
Laos,LAO,2021-06-03,933505
Laos,LAO,2021-06-04,957785
Laos,LAO,2021-06-05,982253
Laos,LAO,2021-06-06,993659
Laos,LAO,2021-06-07,1000196
Laos,LAO,2021-06-08,1017620
Laos,LAO,2021-06-09,1034588
Laos,LAO,2021-06-10,1054356
Laos,LAO,2021-06-11,1079903
Laos,LAO,2021-06-12,1098714
Laos,LAO,2021-06-13,1108388
Laos,LAO,2021-06-14,1110856
Laos,LAO,2021-06-15,1122128
Laos,LAO,2021-06-16,1134347
Laos,LAO,2021-06-18,1183137
Laos,LAO,2021-06-19,1208878
Laos,LAO,2021-06-21,1242184
Laos,LAO,2021-06-22,1268627
Laos,LAO,2021-06-24,1348259
Laos,LAO,2021-06-25,1382009
Laos,LAO,2021-06-26,1408531
Laos,LAO,2021-06-28,1416267
Laos,LAO,2021-07-04,1530667
Laos,LAO,2021-07-05,1537511
Laos,LAO,2021-07-06,1552182
Laos,LAO,2021-07-09,1648060
Laos,LAO,2021-07-11,1666793
Laos,LAO,2021-07-14,1708981
Laos,LAO,2021-07-17,1777140
Laos,LAO,2021-07-31,2050711
Laos,LAO,2021-08-20,3044669
Laos,LAO,2021-08-21,3707109
Laos,LAO,2021-08-22,3774074
Laos,LAO,2021-08-23,3799078
Laos,LAO,2021-08-24,3874672
Laos,LAO,2021-08-25,3937503
Laos,LAO,2021-08-26,4001318
Laos,LAO,2021-08-28,4135314
Laos,LAO,2021-08-29,4182234
Laos,LAO,2021-08-30,4205037
Laos,LAO,2021-08-31,4238543
Laos,LAO,2021-09-01,4278784
Laos,LAO,2021-09-02,4319366
Laos,LAO,2021-09-03,4354163
Laos,LAO,2021-09-04,4369013
Laos,LAO,2021-09-05,4382959
Laos,LAO,2021-09-07,4402770
Laos,LAO,2021-11-23,5830021
Laos,LAO,2022-01-18,7808722
Laos,LAO,2022-02-13,9057962
Laos,LAO,2022-02-16,9077344
Laos,LAO,2022-02-21,9111878
Laos,LAO,2022-02-22,9115834
Laos,LAO,2022-02-23,9123493
Laos,LAO,2022-02-25,9148387
Laos,LAO,2022-02-28,9215226
Laos,LAO,2022-03-02,9292290
Laos,LAO,2022-03-07,9454997
Laos,LAO,2022-03-10,9531259
Laos,LAO,2022-03-11,9580326
Laos,LAO,2022-03-14,9679522
Laos,LAO,2022-03-16,9766766
Laos,LAO,2022-03-18,9859123
Laos,LAO,2022-03-22,9950722
Laos,LAO,2022-03-23,9988048
Laos,LAO,2022-03-25,10023472
Laos,LAO,2022-03-28,10048983
Laos,LAO,2022-03-30,10081203
Laos,LAO,2022-04-04,10186318
Laos,LAO,2022-04-05,10204436
Laos,LAO,2022-04-06,10234259
Laos,LAO,2022-04-07,10283986
Laos,LAO,2022-04-11,10409681
Laos,LAO,2022-04-13,10459832
Laos,LAO,2022-04-15,10469359
Laos,LAO,2022-04-18,10470742
Laos,LAO,2022-04-25,10561960
Laos,LAO,2022-04-26,10594229
Laos,LAO,2022-05-03,10692542
Laos,LAO,2022-05-04,10704145
Laos,LAO,2022-05-09,10746013
Laos,LAO,2022-05-12,10768548
Laos,LAO,2022-05-20,10804053
Laos,LAO,2022-05-24,10829435
Laos,LAO,2022-05-26,10849102
Laos,LAO,2022-05-28,10859520
Laos,LAO,2022-05-30,10862186
Laos,LAO,2022-06-03,10881353
Laos,LAO,2022-06-09,10894482
Laos,LAO,2022-08-04,11095306
Laos,LAO,2022-08-08,11105076
Laos,LAO,2022-08-11,11111066
Latvia,LVA,2020-12-04,1
Latvia,LVA,2020-12-07,2
Latvia,LVA,2020-12-09,3
Latvia,LVA,2020-12-15,4
Latvia,LVA,2020-12-16,5
Latvia,LVA,2020-12-17,6
Latvia,LVA,2020-12-18,10
Latvia,LVA,2020-12-20,14
Latvia,LVA,2020-12-21,18
Latvia,LVA,2020-12-22,23
Latvia,LVA,2020-12-23,27
Latvia,LVA,2020-12-24,30
Latvia,LVA,2020-12-26,33
Latvia,LVA,2020-12-27,38
Latvia,LVA,2020-12-28,648
Latvia,LVA,2020-12-29,1527
Latvia,LVA,2020-12-30,2329
Latvia,LVA,2020-12-31,2336
Latvia,LVA,2021-01-01,2343
Latvia,LVA,2021-01-02,2345
Latvia,LVA,2021-01-03,2351
Latvia,LVA,2021-01-04,3060
Latvia,LVA,2021-01-05,3957
Latvia,LVA,2021-01-06,4741
Latvia,LVA,2021-01-07,5556
Latvia,LVA,2021-01-08,6477
Latvia,LVA,2021-01-09,6788
Latvia,LVA,2021-01-10,7126
Latvia,LVA,2021-01-11,8503
Latvia,LVA,2021-01-12,10144
Latvia,LVA,2021-01-13,11668
Latvia,LVA,2021-01-14,13514
Latvia,LVA,2021-01-15,15395
Latvia,LVA,2021-01-16,16071
Latvia,LVA,2021-01-17,16198
Latvia,LVA,2021-01-18,17058
Latvia,LVA,2021-01-19,17947
Latvia,LVA,2021-01-20,18737
Latvia,LVA,2021-01-21,19032
Latvia,LVA,2021-01-22,19264
Latvia,LVA,2021-01-23,19400
Latvia,LVA,2021-01-24,19405
Latvia,LVA,2021-01-25,20088
Latvia,LVA,2021-01-26,20960
Latvia,LVA,2021-01-27,21796
Latvia,LVA,2021-01-28,22592
Latvia,LVA,2021-01-29,23561
Latvia,LVA,2021-01-30,23882
Latvia,LVA,2021-01-31,24232
Latvia,LVA,2021-02-01,25431
Latvia,LVA,2021-02-02,27261
Latvia,LVA,2021-02-03,28898
Latvia,LVA,2021-02-04,30415
Latvia,LVA,2021-02-05,32093
Latvia,LVA,2021-02-06,32672
Latvia,LVA,2021-02-07,32805
Latvia,LVA,2021-02-08,33227
Latvia,LVA,2021-02-09,33421
Latvia,LVA,2021-02-10,34076
Latvia,LVA,2021-02-11,35879
Latvia,LVA,2021-02-12,37633
Latvia,LVA,2021-02-13,38043
Latvia,LVA,2021-02-14,38074
Latvia,LVA,2021-02-15,38961
Latvia,LVA,2021-02-16,40407
Latvia,LVA,2021-02-17,42431
Latvia,LVA,2021-02-18,44027
Latvia,LVA,2021-02-19,45416
Latvia,LVA,2021-02-20,46178
Latvia,LVA,2021-02-21,46997
Latvia,LVA,2021-02-22,48798
Latvia,LVA,2021-02-23,51229
Latvia,LVA,2021-02-24,55579
Latvia,LVA,2021-02-25,59796
Latvia,LVA,2021-02-26,63204
Latvia,LVA,2021-02-27,63809
Latvia,LVA,2021-02-28,63949
Latvia,LVA,2021-03-01,65733
Latvia,LVA,2021-03-02,67926
Latvia,LVA,2021-03-03,72093
Latvia,LVA,2021-03-04,78129
Latvia,LVA,2021-03-05,82983
Latvia,LVA,2021-03-06,83782
Latvia,LVA,2021-03-07,83878
Latvia,LVA,2021-03-08,85602
Latvia,LVA,2021-03-09,87980
Latvia,LVA,2021-03-10,90487
Latvia,LVA,2021-03-11,93170
Latvia,LVA,2021-03-12,98185
Latvia,LVA,2021-03-13,99128
Latvia,LVA,2021-03-14,99209
Latvia,LVA,2021-03-15,103022
Latvia,LVA,2021-03-16,103250
Latvia,LVA,2021-03-17,103450
Latvia,LVA,2021-03-18,103785
Latvia,LVA,2021-03-19,104572
Latvia,LVA,2021-03-20,105005
Latvia,LVA,2021-03-21,105051
Latvia,LVA,2021-03-22,107768
Latvia,LVA,2021-03-23,113356
Latvia,LVA,2021-03-24,119567
Latvia,LVA,2021-03-25,124988
Latvia,LVA,2021-03-26,129024
Latvia,LVA,2021-03-27,129634
Latvia,LVA,2021-03-28,129677
Latvia,LVA,2021-03-29,131821
Latvia,LVA,2021-03-30,136876
Latvia,LVA,2021-03-31,142708
Latvia,LVA,2021-04-01,146914
Latvia,LVA,2021-04-02,147514
Latvia,LVA,2021-04-03,150921
Latvia,LVA,2021-04-04,152556
Latvia,LVA,2021-04-05,155443
Latvia,LVA,2021-04-06,160884
Latvia,LVA,2021-04-07,170173
Latvia,LVA,2021-04-08,177295
Latvia,LVA,2021-04-09,182246
Latvia,LVA,2021-04-10,183958
Latvia,LVA,2021-04-11,184067
Latvia,LVA,2021-04-12,186515
Latvia,LVA,2021-04-13,190273
Latvia,LVA,2021-04-14,196636
Latvia,LVA,2021-04-15,202624
Latvia,LVA,2021-04-16,211786
Latvia,LVA,2021-04-17,218070
Latvia,LVA,2021-04-18,219010
Latvia,LVA,2021-04-19,223049
Latvia,LVA,2021-04-20,230493
Latvia,LVA,2021-04-21,240752
Latvia,LVA,2021-04-22,250662
Latvia,LVA,2021-04-23,261495
Latvia,LVA,2021-04-24,267731
Latvia,LVA,2021-04-25,269133
Latvia,LVA,2021-04-26,273735
Latvia,LVA,2021-04-27,281294
Latvia,LVA,2021-04-28,296076
Latvia,LVA,2021-04-29,310502
Latvia,LVA,2021-04-30,322082
Latvia,LVA,2021-05-01,328940
Latvia,LVA,2021-05-02,330559
Latvia,LVA,2021-05-03,333542
Latvia,LVA,2021-05-04,342433
Latvia,LVA,2021-05-05,359223
Latvia,LVA,2021-05-06,380921
Latvia,LVA,2021-05-07,401012
Latvia,LVA,2021-05-08,413362
Latvia,LVA,2021-05-09,415005
Latvia,LVA,2021-05-10,424523
Latvia,LVA,2021-05-11,442576
Latvia,LVA,2021-05-12,465204
Latvia,LVA,2021-05-13,487257
Latvia,LVA,2021-05-14,508672
Latvia,LVA,2021-05-15,522029
Latvia,LVA,2021-05-16,527074
Latvia,LVA,2021-05-17,538754
Latvia,LVA,2021-05-18,555688
Latvia,LVA,2021-05-19,578278
Latvia,LVA,2021-05-20,599168
Latvia,LVA,2021-05-21,619345
Latvia,LVA,2021-05-22,631735
Latvia,LVA,2021-05-23,634587
Latvia,LVA,2021-05-24,646287
Latvia,LVA,2021-05-25,666897
Latvia,LVA,2021-05-26,688890
Latvia,LVA,2021-05-27,710904
Latvia,LVA,2021-05-28,735740
Latvia,LVA,2021-05-29,747626
Latvia,LVA,2021-05-30,751782
Latvia,LVA,2021-05-31,764829
Latvia,LVA,2021-06-01,786103
Latvia,LVA,2021-06-02,808124
Latvia,LVA,2021-06-03,829980
Latvia,LVA,2021-06-04,850002
Latvia,LVA,2021-06-05,861284
Latvia,LVA,2021-06-06,866520
Latvia,LVA,2021-06-07,881401
Latvia,LVA,2021-06-08,899548
Latvia,LVA,2021-06-09,917944
Latvia,LVA,2021-06-10,934969
Latvia,LVA,2021-06-11,952334
Latvia,LVA,2021-06-12,960621
Latvia,LVA,2021-06-13,962278
Latvia,LVA,2021-06-14,972686
Latvia,LVA,2021-06-15,985650
Latvia,LVA,2021-06-16,1001573
Latvia,LVA,2021-06-17,1014848
Latvia,LVA,2021-06-18,1032142
Latvia,LVA,2021-06-19,1040629
Latvia,LVA,2021-06-20,1044129
Latvia,LVA,2021-06-21,1056539
Latvia,LVA,2021-06-22,1066800
Latvia,LVA,2021-06-23,1067180
Latvia,LVA,2021-06-24,1067304
Latvia,LVA,2021-06-25,1070340
Latvia,LVA,2021-06-26,1073575
Latvia,LVA,2021-06-27,1075871
Latvia,LVA,2021-06-28,1091383
Latvia,LVA,2021-06-29,1105816
Latvia,LVA,2021-06-30,1120588
Latvia,LVA,2021-07-01,1132395
Latvia,LVA,2021-07-02,1144851
Latvia,LVA,2021-07-03,1153495
Latvia,LVA,2021-07-04,1155731
Latvia,LVA,2021-07-05,1163488
Latvia,LVA,2021-07-06,1172430
Latvia,LVA,2021-07-07,1182628
Latvia,LVA,2021-07-08,1191346
Latvia,LVA,2021-07-09,1202689
Latvia,LVA,2021-07-10,1210767
Latvia,LVA,2021-07-11,1212841
Latvia,LVA,2021-07-12,1219345
Latvia,LVA,2021-07-13,1225998
Latvia,LVA,2021-07-14,1231920
Latvia,LVA,2021-07-15,1236751
Latvia,LVA,2021-07-16,1242463
Latvia,LVA,2021-07-17,1246135
Latvia,LVA,2021-07-18,1247415
Latvia,LVA,2021-07-19,1252538
Latvia,LVA,2021-07-20,1259361
Latvia,LVA,2021-07-21,1266763
Latvia,LVA,2021-07-22,1273328
Latvia,LVA,2021-07-23,1279636
Latvia,LVA,2021-07-24,1284394
Latvia,LVA,2021-07-25,1285774
Latvia,LVA,2021-07-26,1291524
Latvia,LVA,2021-07-27,1297831
Latvia,LVA,2021-07-28,1304810
Latvia,LVA,2021-07-29,1310364
Latvia,LVA,2021-07-30,1317305
Latvia,LVA,2021-07-31,1321161
Latvia,LVA,2021-08-01,1322589
Latvia,LVA,2021-08-02,1327471
Latvia,LVA,2021-08-03,1333839
Latvia,LVA,2021-08-04,1340392
Latvia,LVA,2021-08-05,1345630
Latvia,LVA,2021-08-06,1352206
Latvia,LVA,2021-08-07,1356359
Latvia,LVA,2021-08-08,1357476
Latvia,LVA,2021-08-09,1362249
Latvia,LVA,2021-08-10,1368252
Latvia,LVA,2021-08-11,1375797
Latvia,LVA,2021-08-12,1381137
Latvia,LVA,2021-08-13,1387710
Latvia,LVA,2021-08-14,1391620
Latvia,LVA,2021-08-15,1392886
Latvia,LVA,2021-08-16,1397687
Latvia,LVA,2021-08-17,1403723
Latvia,LVA,2021-08-18,1411126
Latvia,LVA,2021-08-19,1416821
Latvia,LVA,2021-08-20,1423892
Latvia,LVA,2021-08-21,1427652
Latvia,LVA,2021-08-22,1428945
Latvia,LVA,2021-08-23,1434222
Latvia,LVA,2021-08-24,1440361
Latvia,LVA,2021-08-25,1447158
Latvia,LVA,2021-08-26,1452714
Latvia,LVA,2021-08-27,1460024
Latvia,LVA,2021-08-28,1463488
Latvia,LVA,2021-08-29,1464647
Latvia,LVA,2021-08-30,1470512
Latvia,LVA,2021-08-31,1476706
Latvia,LVA,2021-09-01,1482472
Latvia,LVA,2021-09-02,1487879
Latvia,LVA,2021-09-03,1494401
Latvia,LVA,2021-09-04,1497967
Latvia,LVA,2021-09-05,1498983
Latvia,LVA,2021-09-06,1503369
Latvia,LVA,2021-09-07,1508422
Latvia,LVA,2021-09-08,1515419
Latvia,LVA,2021-09-09,1521241
Latvia,LVA,2021-09-10,1527908
Latvia,LVA,2021-09-11,1530818
Latvia,LVA,2021-09-12,1531863
Latvia,LVA,2021-09-13,1536544
Latvia,LVA,2021-09-14,1541747
Latvia,LVA,2021-09-15,1547862
Latvia,LVA,2021-09-16,1553670
Latvia,LVA,2021-09-17,1561021
Latvia,LVA,2021-09-18,1565270
Latvia,LVA,2021-09-19,1566336
Latvia,LVA,2021-09-20,1571383
Latvia,LVA,2021-09-21,1577758
Latvia,LVA,2021-09-22,1584316
Latvia,LVA,2021-09-23,1591297
Latvia,LVA,2021-09-24,1600389
Latvia,LVA,2021-09-25,1606417
Latvia,LVA,2021-09-26,1608093
Latvia,LVA,2021-09-27,1614601
Latvia,LVA,2021-09-28,1621191
Latvia,LVA,2021-09-29,1629197
Latvia,LVA,2021-09-30,1637411
Latvia,LVA,2021-10-01,1646214
Latvia,LVA,2021-10-02,1650900
Latvia,LVA,2021-10-03,1652969
Latvia,LVA,2021-10-04,1658658
Latvia,LVA,2021-10-05,1665910
Latvia,LVA,2021-10-06,1674188
Latvia,LVA,2021-10-07,1681822
Latvia,LVA,2021-10-08,1692688
Latvia,LVA,2021-10-09,1700719
Latvia,LVA,2021-10-10,1704173
Latvia,LVA,2021-10-11,1713316
Latvia,LVA,2021-10-12,1725173
Latvia,LVA,2021-10-13,1739523
Latvia,LVA,2021-10-14,1753623
Latvia,LVA,2021-10-15,1771328
Latvia,LVA,2021-10-16,1783984
Latvia,LVA,2021-10-17,1788982
Latvia,LVA,2021-10-18,1802183
Latvia,LVA,2021-10-19,1816384
Latvia,LVA,2021-10-20,1831378
Latvia,LVA,2021-10-21,1847374
Latvia,LVA,2021-10-22,1864415
Latvia,LVA,2021-10-23,1874732
Latvia,LVA,2021-10-24,1877896
Latvia,LVA,2021-10-25,1889656
Latvia,LVA,2021-10-26,1902664
Latvia,LVA,2021-10-27,1916999
Latvia,LVA,2021-10-28,1931176
Latvia,LVA,2021-10-29,1947351
Latvia,LVA,2021-10-30,1956600
Latvia,LVA,2021-10-31,1959451
Latvia,LVA,2021-11-01,1970788
Latvia,LVA,2021-11-02,1984776
Latvia,LVA,2021-11-03,2000348
Latvia,LVA,2021-11-04,2015161
Latvia,LVA,2021-11-05,2031773
Latvia,LVA,2021-11-06,2042003
Latvia,LVA,2021-11-07,2045609
Latvia,LVA,2021-11-08,2058864
Latvia,LVA,2021-11-09,2073492
Latvia,LVA,2021-11-10,2088820
Latvia,LVA,2021-11-11,2104038
Latvia,LVA,2021-11-12,2118725
Latvia,LVA,2021-11-13,2128958
Latvia,LVA,2021-11-14,2131864
Latvia,LVA,2021-11-15,2142380
Latvia,LVA,2021-11-16,2154071
Latvia,LVA,2021-11-17,2167786
Latvia,LVA,2021-11-18,2169096
Latvia,LVA,2021-11-19,2175216
Latvia,LVA,2021-11-20,2181466
Latvia,LVA,2021-11-21,2183347
Latvia,LVA,2021-11-22,2194146
Latvia,LVA,2021-11-23,2205782
Latvia,LVA,2021-11-24,2218229
Latvia,LVA,2021-11-25,2230138
Latvia,LVA,2021-11-26,2244054
Latvia,LVA,2021-11-27,2250620
Latvia,LVA,2021-11-28,2252859
Latvia,LVA,2021-11-29,2262726
Latvia,LVA,2021-11-30,2274281
Latvia,LVA,2021-12-01,2287162
Latvia,LVA,2021-12-02,2299758
Latvia,LVA,2021-12-03,2313618
Latvia,LVA,2021-12-04,2320665
Latvia,LVA,2021-12-05,2322706
Latvia,LVA,2021-12-06,2332487
Latvia,LVA,2021-12-07,2345704
Latvia,LVA,2021-12-08,2359302
Latvia,LVA,2021-12-09,2372251
Latvia,LVA,2021-12-10,2386376
Latvia,LVA,2021-12-11,2393273
Latvia,LVA,2021-12-12,2395316
Latvia,LVA,2021-12-13,2404523
Latvia,LVA,2021-12-14,2417983
Latvia,LVA,2021-12-15,2432401
Latvia,LVA,2021-12-16,2445233
Latvia,LVA,2021-12-17,2458878
Latvia,LVA,2021-12-18,2464574
Latvia,LVA,2021-12-19,2466190
Latvia,LVA,2021-12-20,2476505
